,review
527,the game not perfect but starting pokèmon game which tries more open man does its good work catching and exploring without limitation fun and reading about hisui hidden lore has been quite fun the problem comes when you try explore for longer times and the graphic holds you off little but manegable overall good but should really take more time games 
528,overall pla great game that brings lot innovation huge understatement and more lively atmosphere plus has good amount game time for someone play hours and complete everything plus overall well polished haven seen any reports major bugs glitches and the pokémon attacks look amazing however has lot downsides the newer pokémon designs the game should been thought out longer general say this someone who likes around all pokémon designs the visuals are bad obviously but personally don care about this would played ps5 game did the story well what you would expect from kid game nothing groundbreaking offensive biggest and arguably only real complaint that there isn that much gameplay variety you simply just battle and catch certain amount pokémon use moves certain amount times and the boss battle attacking this all rather cool but explained needs bit more order keep invested also the national dex small and the multi player nonexistent this sounds like lot complaining but just trying clear possible about the flaws should you buy honestly depends the person which know sounds like cop out but this the truth you want something that breaks free from the pokémon formula matter what yes buy you one those people that complain endlessly about breath the wild being empty don think about you one those people that are strict and will annoyed about things not being the game from before don think about you someone who loves playing around with pokémon and the surroundings yes you will love either way wouldn worry too much whether you made bad purchase not you still able have some fun 
529,good job game freak this game what pokémon deserves the new formula that works and delivers even with minor gameplay flaws and missed opportunities and with the graphics has good customization options nice plot really great gameplay loop haven been this invested pokémon game for the gameplay only since solid for 
530,this the best pokemon game since the n64 stadium titles and huge step forward for this franchise plenty room for improvement such better animations cleaner visuals and more gameplay mechanics with less grinding would make the sequel legends arceus contender for goty 
531,english pokémon legends arceus the best pokémon game since black and white not saying masterpiece but does lot what was asked for this game has the premise gotcha them all and succeeds you have search every corner cross sky and sea everything have them all being the pokémon game that always wanted from the beginning the game many moments gives you the feeling total freedom being able almost any corner that shown the map even complies with everything not perfect being often mediocre the controls are very good they respond perfectly and the vibration gives the touch but the pokemon braviary has rough control and very difficult control times the music quite good when exploring even had stop enjoy instant but the music the fights the same all the time almost all pokemon games are the same this regard but when the coach music also repeated without changing more than times ends tiring the story takes long time start but when does ends capturing you with the expectation knowing what coming but unfortunately ends very suddenly and the game never gives room for unknowns this much can share hope helps you when deciding whether buy the game español pokémon legends arceus mejor juego pokémon desde black white digo que sea una obra maestra pero hace mucho que pedía este juego tiene como premisa gotcha them all consigue hay que buscar todos los rincones cruzar cielo mar todo para tenerlos todos siendo juego pokémon que siempre quisimos desde principio juego muchos momentos sensación total libertad pudiendo casi cualquier rincón que muestra mapa aunque cumple con todo perfecto siendo muchas veces mediocre los controles son muy buenos responden perfección vibración toque pero pokemon braviary tiene control tosco muy difícil controlar ocasiones música bastante buena hora explorar incluso tuve que parar para disfrutarla instante pero música las peleas misma todo tiempo casi todos los juegos pokemon son iguales ese sentido pero cuando música del entrenador tambien repetido sin cambiar mas veces termina cansando historia tarda mucho comenzar pero cuando hace termina capturándote con expectativa saber que viene pero lamentablemente termina muy repentinamente juego nunca lugar incógnitas esto todo que puedo compartir espero que ayude hora decidir comprar juego 
532,the game awesome not perfect could better for sure mainly the grafics departement but after minutes tutorial and some dialogue boxes the gameplay really shinies had the same felling losing the notion time playing this game had when playing breath the wild and that good thing achieved 
533,this the best pokemon game ive ever experienced they have defiantly have taken some inspiration from breath the wild and have listened the fans sword and shield was joke after ten minuets that game hated but this totally different there isn enough hours the day play this grew with pokemon watched the series some the movies played blue gold crystal ruby and unfortunately shield those games had something new them each iteration gold had better progression system there isn huge jump power levels like there blue ruby probably the tightest pokemon game played for while but when shield came out was expecting what arceus offering here but got rehash what been getting for the last years this game looks like its early development its proof concept its poor and they need get some high level talent nintendo bring this the next level but the pokemon look good and the moves look even better leaves confused how doing some environmental textures could hard the lighting fine but its more texture issue the environment doesn really match the style the pokemon its odd and you dont really have sense where you are cause its all kinda samey unless your near waterfall beach something you can use some kind landmark this needs improvements but close getting that game always wanted for gameplay wise its pretty good have little issue with the gameplay its still turn based and you share exp but its harder still the pop and pop out ridiculous you could chasing down pokemon and then all sudden pop goes away this needs fixing the early its fine but not anymore the lack more the point the absence voice over jarring still stuck the with the text for speech pokemon one the biggest franchises the world they have enough for voice over budget giving this eight cause happy playing this has plenty issues that really should six but the nostalgia strong with this one 
534,love this game this what hope for sword and shield grafics are bad but its pokemon what mean they made over 200 pokemon whit new attack animation love the exploration could more details explore and filling pokedex think its the right way pokemon goes hope for other games like this one 
535,all know that pokemon has complete standstill for the past years but now that legends arceus has come out will admit that pleased with the expirence and disapointed the same time with hours under belt have say that this game good game iits not great but its not terrible but its just good highly reccomend not looking the reviews because its filled with people giving the game 10s but also giving the game reccomend just playing the game for yourself promise you will enjoy 
536,turn based rpg you can better the switch almost the entire look and lifted from breath the wild pokémon game completely blows the other games out the water the improvements the core gameplay are vast will extremely hard replay any the previous entries unfortunately for game freak this amount innovation setting high bar things like voice acting and dialogue trees are going must for sequels you can get away with copy pasting the entire game any more 
537,considering game freak track record recently this really fun bit janky game 
538,after almost hours gameplay can sincerely say enchanted this game and just can put down played continuously since bought free time just filled with after seeing what happened with had really low expectations was saying this going flop sure glad that didn happened not giving because feel there were alot things they could with the graphics goddammit just needs bit polishing maybe some more cool minigames different mysteries and wuests that you can randomly find the wild that would amazing feel this formula has amazing potențial become almost perfect rpg anyway glad this good and that bought maybe see dlc and even cooler pokemon games the future 
539,the new missions associated with every pokemón the freedom explore not just the open areas around you but doing with the intention find specific type pokémon distinguished not just his species but other specifications and not just that but how you catch that pokemón witch important and factor that contributes your research this very fun you have careful not just with the one you are aprouching but with the environment around you and the other creatures that are the art style the menus the one where you select the pokemón you witch the first choice your party always your disposal the new físicas pokedéx with all his missions pokemón already mentioned the overal layouts and the art choices are very good and create that feeling being the medieval era very good way the low points are the graphic questions and the lack other cities locations with more elements but doesn decreases the enchantment that this game 
540,almost hours and loving the battle mechanics are great and the fact that some wild pokémon are out for your blood soon they see you both hilarious and terrifying the only downside for the graphics the water especially overall breath fresh air for the franchise 
541,fun game didn blow mind but definitely laid the groundwork for future game that could doesn surpass the experience had playing the gen games kid but the shake ups the formula were for just enough for the series feel fun again for the first time over decade the game visuals seem the most common complaint but don really see gamefreak have never exactly been masters aesthetic quality and fine with that but looks passable sometimes even pleasant roaming around the village the first couple hours reminded bit the utawarerumono series the main zones did start become pretty drab after while but they didn make poor first impression terrain textures don matter they could have made them flat colors for all care the mesh lod pop much bigger problem the big things liked about the game the main gameplay loop fun going out way fill out the pokedex and earn new stars never got boring someone who likes jrpgs but tired encounters random otherwise this new approach pokemon battles feels nice starting and ending battles feels seamless and battle isn going way can quite literally just turn around and walk away love the effort level system while not without drawbacks makes the game more challenging the system from the mainline pokemon games rewards you just for sticking with pokemon long term effectively giving them massive stat modifiers this game main never felt invincible until went out way max out their els though does feel kinda gamey compared evs especially the process levelling them but just nice actually able see the numbers now each pokemon has inventory moves now and you can swap them and out the four use whenever you want like this lot better than the way works the mainline games there item that lets you evolve pokemon you would otherwise need trade evolve guy who never really cared for the trading thing appreciated this lot mounts are very cool but some more than others all big problems with this game most which are quality life related you can switch between zones without returning the hub area first and you can just return the village will either you have get back camp first and talk the scientist guy with his goofy hat first every single time and when you need somewhere the village for something you can just leave the second your business complete you have walk fast travel the gate first this started get really annoying after the first few hours would much better they let you jump between zones freely from the map the village slow get around that usually faster open the map and fast travel the building across the street than just walk there all the areas where you don have access mounts feel annoyingly spacious general the pokebox well this game equivalent quickly becomes eyesore you have talk specific npcs access and there meaningful option automatically sort filter for this game particular this big problem between the ability seamlessly throw pokeballs wandering pokemon without encounters the new pokedex research system and the new effort level system you are encouraged catch every pokemon you lay eyes but for actually sorting through all those pokemon you catch this game makes that process less laborious than would one the year old pokemon games that sucks lot there option skip most cutscenes the cinematic moments you free skip but the boring conversations you have times each throughout the game you have slowly click through each line uninteresting dialogue option shorten disable combat animations the main boss fights for each zone are pretty lame not because the bosses themselves are uncool but because the player role the fight chuck 100 bean bags them the mounts vary quality they more less this game answer the bicycle and traversal hms from previous games the deer pretty great the surf mount awesome and for sure highlight the game the rest though are just lame expected the flying one completely change how interacted with the zones been exploring that point because can fly right that should awesome like aircraft gta clone that you can pull out your pocket but just glider pretty much mean gliders aren bad but cmon man that was massive letdown after how cool the fish was 
542,are graphics good terms landscape they are about basic gets nowadays not necessarily bad just subpar and have seen the lowered framerate that the pokémon get have when you get certain distance from them terms actual gameplay itself though really enjoyed the core loop finding pokémon and doing different task order get more research point enjoyable you sort just get lost the exploring and finding pokémon only find yourself one the corners the area and you probably still missed few things the way despite the graphics this fun casual game play could easily see someone playing this long train ride car trip which the sort game you want portable system 
543,this finally very solid entry franchise that has been stagnating for the last half decade being very generous after swsh which was easily least favorite pkmn game all time and bdsp which was extremely pointless retread old game with very little the way anything new compelling offer was extremely skeptical and pretty convinced this game would end being mess but curiosity ended getting the better and really have say been pretty thoroughly won over here ultimately comes the gameplay actually being quite compelling this time around and all comes down the fact this game actually requires some thought the part the player not terribly difficult unforgiving anything but isn mindlessly easy either you might actually need think about type match ups what moves teach your pokemon there might even bit planning resource management and strategy play here pokemon game imagine that huh anyway have real massive complaints the game itself its quite fun and not the mindless check bunch things off list sort way even though there definitely some that here the only big shortcoming here the visuals have never cared much about graphics but unfortunately have say the game looks awful gamefreak needs more staff their visual department and that all there isn actively detrimental the game opinion but definitely going both some people more than others aware 
544,hours and look forward this game was quite disappointed first few hours the game minus the opening dialogue which gave goosebumps what saw was under baked game with pokémon sprites fluctuating quality depending where you were standing complete zelda botw rip off with less charm however once you get past the slow start inconsistent graphics the game starts pick your team gets stronger you able more less likely get destroyed the wild you can backtrack see what you missed previously once you get used the mechanics know how navigate around actually pretty fun there are plenty side quests actually bit annoying overwhelming because you see trillion people asking you things the village after the game bit want say there are some moments the game that are really beautiful the theme piano music starting you undetected the grass about throw pokeball kadabra lol also the combat pretty good quite visually appealing although bit derpy that you can run into the middle the battle anyways all things considered the game has definitely grown can actually bit addictiveanyways after quick review would say don take opinion for try yourself make your own mind 
545,obvious that the game not developed enough one would like but opinion very good start for new vision the franchise which can capture the pokemon more realistic world see the whole surface and also not need loading screens hope that from now the next installments seek use this formula but improve notably since obviously limps lot the graphics and the feeling living world 
546,visuals and graphic are really bad always for pokèmon game and right blame gamefreak for this the main storyline bit lame but doable once you get used the graphic style especially the first zone and the pokémon flying fps the distance you will start get captured the game and really enjoy the fresh innovations and the new type gameplay 
547,one the best pokémon since the beginning been long time since had fun capturing pokémon and seeing new one when exploring the map graphic wise they could have been better but since first open world for them was with hope the future they continue make game like this one and they upgrade the graphic 
548,been playing pokémon since platinum and been through quite bit burn out from the last couple games how does legends hold many will ask let get the big downside done first the lack art direction personally don mind lower graphics but this whole experience could been more stylized like mhst2 game picked recently play nino kuni which pretty old game came out the playstation and switch but holds because art direction second issue had mostly the abilities and held items the pokémon help differentiate pokémon from each other battle and because like few layers complexity specially turn based jrpgs now past the bad first can can say this the most fun ever had catching pokémon the game allows you engage them few different ways stealth the first option and the method choice getting the bonus from throwing the ball their back very satisfying you can take the pokémon head battle you want but most pokémon will run early game for those who run start the battle back throwing your pokémon them from behind fun the stun filling out the dex thought was gonna tedious but fun you gotta engage with few different aspects the the game you can catch them level your research level said pokémon give them berries find ones different weight size evolve defeat them battle with them see them perform moves also yes count you use them yourself battle and stealth catching them can also add the research levels also exploring the open zones finding pokémon great specially when you find rare encounter you didn see the first time going through the area pro tip heavy balls early game are your friend but you gotta get close but worth specially for catching alpha pokémon they give seed mastery you can use master move back town use heavy agile style with said move great exp for the team and good chunk money finally money which you need upgrading your inventory size onto the story and characters without any spoilers they are pretty good specially pokémon standards usual pokémon has very visually striking characters and they have great personalities too bad there voice acting which feels like the next step for pokémon with their game have tendency speed read without voice acting and then kinda forget little what said after the fact but that but overall think the story probably the best seen out pokémon black and white conclusion believe this game great with all the ways you can engage with catching and filling your pokédex the technical limitations show very heavily but the pokémon themselves are full life and personality with how they are animated hopefully the future these kind games are allowed more time bake oven with more solid art direction story and characters are great but still voice acting feels like would wonderfully series like this adding the charming characters overall this game they continue with this formula for older audiences that win 
549,huge step foreward for pokemon the semi open world huge improvement for pokemon but graphics could better and the lack trainer battles the one point critical the game even thought explained the story therefore only 10other positive improved fighting systems elite pokemon crafting need for trading with real people get pokemon like gengar pokedex system lot potential for upcoming gamesnegative graphics outdated for 2022 lack trainer battle 
550,the game not perfect far for mainly the graphics are the greatest point disappointment only they would have taken little longer polish out but alas can look over however since think the game the best and funniest pokémon game since the nintendo days also the first game long time that can truly play for hours end day after day hatching plan sneak strong pokémon you don really want fight but still catch and seeing that plan work out the best thing ever and even when you fail there still something learn from that failure apply the next time the and wild pokémon also feel stronger then other games which for huge plus makes you really think about what team you gonna bring when going into the wild tltr even though not perfect still very fun game and super refreshing for the pokémon franchise excited see what they next with this 
551,enjoy this game not much would were traditional pokemon game only gripe really the opening felt like took foreeeeeever actually start journey after having shovel through dialogue and cutscenes the tasks needed advance they just felt repetitive and the world felt bit empty entire time playing was imagining what would like battle gym wandering through kanto hoenn johto regions with this new engine hope they think about doing such that for the next canon game 
552,definitely imperfect and glitchy but lots fun like that the battles are bit more difficult this the direction they should have been taking for years 
553,overall good game like the new ideas like catching pokemon without having enter combat quickly switching between pokemon during battle also like the open world sections and enjoyed playing through the story unfortunately the game limited the hardware runs 
554,this the game all been waiting for day one pokémon fans back the days red and blue this what imagined the world pokémon like the open areas where you can joyously yeet pokeballs all the mons the overworld satisfying able have linear path with the story but still give you lot freedom terms how you want build your team and gain experience with all the research required complete the first pokédex true blend what fans have desired while think this game proves the strongest game the franchise gameplay wise will say the artistic direction could used lot more talent see botw switch launch title and look way more robust terms the environment than legends says that gamefreak dire need fresh eyes lead them into their next core titles well beefed switch enhance the overall experience with that being said the game still looking goty contender 
555,love this game made account just give rating just feels like heading the right direction many good changes that make the experience much better and new 
556,the game very good the story not bad there are moments the game that are very well done but there are others that are not for example there are many bugs 
557,first all didn finished the game yet but have idea how this game absolutely loving this game finally some good attack animations good plot with interesting charachters and lore but think that the best part the actual open world even the graphic could better the ambients are just fantastic love the pokedex mechanic and think that the real fun core the game however also found some strange things that made little confused already said the graphics are not that good but this not big deal for there are too many useless praises the main charachter that sometimes feel little bit cringe the game tends little bit repetitive some mechanics like finish boss then obtain new level then defeat another boss ect ect 
558,this game one the most important entries that the pokémon company has ever done thankfully this game delivers experience that many pokémon fans have been waiting for years however there are small flaws annoyances that keep from being the ultimate experience for pokémon man let start out with some flaws the game doesn look its best even for nintendo switch standards everything seems just lack polish detail but that doesn mean that the graphics are always bad just the point where starts get distracting and sticks out the fixed camera when first entering battle talking npc can either clip through completely obstructed object thankfully pokémon battles you can move around the battlefield one more thing that through the three noble pokémon battles that have completed which serve the boss battles the game they all feel like dodge and throw with real gameplay depth outside you can send out pokémon when the noble pokémon stunned but you can completely ignore this message and keep throwing balms and win without sending out single pokémon that the flaws might edit this review encounter more problems good things about the game now for the good things first this complete shift from the traditional pokémon formula there gym battles elite four any league become champion your job research pokémon and create the region first pokédex feel this gameplay can make break some peoples interest buy this game but encourage pokémon fans give this try for themselves see this the style gameplay they enjoy play the gameplay about catching and researching pokémon which the objectives can vary between defeating the pokémon with certain moves feeding berries seeing use moves just straight catching alpha pokémon can also appear around the map and will always tens levels above your party pokémon can also deal damage you the player causing you faint and lose some items you take too much damage love the animations the pokémon because they were able focus smaller pool pokémon and actually delivering that promise let not talk about swsh pokémon battles have also increased the freedom the player now after battle starts you are freely able move around the battlefield and look around with different viewing angles new mechanic added with agile and strong styles moves agile moves decrease the power the move and give your pokémon more likely chance getting their next move soon strong style the opposite increasing power and less likely chance getting the next move sooner this does give extra layer strategy and also scraps the idea alternating moves you can and will get two turns succession take two moves from opponent row side quests can lackluster but good thing when you don want progress the story speaking the story really can judge the story based opinions because style gameplay but when can say that there more dialogue and lot more cutscenes than regular pokémon game all all support the gameplay direction that gamefreak trying and hopefully this can regular occurring series and that some the ideas will implemented into gen and beyond big pokémon fan and hope that gamefreak will finally turn around the quality games that have been released these last few years 
559,some reviews for this game baffle decided post own because some the reviews here make the game seem better worse than claim things that are straight wrong and some them aren even reviews but just rants against the fans developers half them also give the feeling that the writer didn even play the game from the game actually shakes things when compared previous pokemon games the new gameplay formula actually fresh and interesting this game revolves mainly around building the first pokedex the location where the game takes place the hisui region previous games filling the pokedex was done simply catching pokemon and the whole page for this pokemon would filled immediatly that not the case here catching pokemon will only get you far this case despite what some others claim here fill out the rest pokemons dex entry you need interact with this pokemon variety ways catching and battling are obvious but there more seeing use certain moves evolving finding different forms genders feeding and all this will get you closer towards complete dex entry thankfully you don have every task fill entry when compared previous installments the total number pokemon this game lower than usual there are total 242 pokemon this game some may say this lazy game freaks end but personally think that this fine filling out the pokedex would nightmare there were lot pokemon which problem since that the main focus here also again despite what others may claim there are plenty new animations present for each pokemon having lower amount seems fair every pokemon also has their own personality the wild this pokedex and catching focused approach makes for fun gameplay cycle speaking the wild this game isn just your standard pokemon rpg there are big open maps for you explore each which are unique they are well designed exploration rewarded with collectibles items and pokemon but not mandatory catching pokemon handled differently here too you can the standard way battling them and weakening them but you also have the option catch them outside battle you may want take different approach depending the pokemon you after some are docile some are hostile and some are easily scared you can choose sneak pokemon using the environment around you lure them out with food you are being attacked you have dodge their attacks initiate battle throw objects them stun them the new types pokeballs complement this system well the battle system has also seen some changes specifically the new attacking styles and turn system the turn system was previously just done with the speed stat deciding who goes first but now the speed stat more important high speed can give your pokemon multiple turns back back but this also applies the opponent the new attacking styles also impact this strong style move makes you slower but more powerful while agile style move does the opposite both styles also take more than normal move you can also walk around during these battles but this doesn have much impact anything some battles will even have you outnumbered against multiple pokemon once due the setting story the game trainers aren very common but they are present gyms leaders aren here and have been replaced the noble pokemon these are essentially the bosses the game and have you battling them unlike any regular pokemon sure you seen this plenty times but graphically the game sub par the main issue seems muddy and low res textures bland lighting lack shadows and reflections and some performance related issues render distance objects and the framerate npc pokemon graphics don mean everything but this case all very noticable and should been better the game runs fine fps overall with few stutters here and there music sound design however some good stuff but this has always been stronger point for this series expert stories but what here fine pretty interesting mainly due the setting first two hours are pretty dialogue heavy due tutorials and whatnot and could been bit less quality life improvements are definitely present the best change here probably better gameplay flow thanks the better menu design and less menu general overal big step and fresh take pokemon new approach gameplay and fun cycle keeps invested with quality life improvements everywhere graphically sub par bur story and sound design are fine interested see where pokemon goes after this say worth full price 
560,regardless initial skepticism believe this really nice fun game wasn really sure would enjoy this entry since have always been more focused pokemon battles with gyms and the pokemon league rather than completing the pokedex this game solely related completing the first pokedex there aren many trainer battles which are made for introducing new challenges for example alpha pokemon think they nailed the gameplay loop quite well arceus introduces open world game where collecting and training pokemon lot fun and engaging haven enjoyed the latest main line games that much sword and shield diamon and pearl remake and arceus really feels like much needed breath fresh air for the series this not the best pokemon game ever made nor going satisfy everyone you are interested new take the pokemon series where you can freely explore world full pokemon engaging setting then this game could right your ally 
561,roughly hours and loving the game far obvious complaints are the graphics some pokemon don exactly interact with anything but that about story wise tad more mature than the older titles which always nice love the catching mechanics and the lack ton trainers every route incredibly refreshing all the characters are unique their own little ways move animations are beautiful and love the new battle system honestly everyone saying this the worst pokemon game ever need back years and play sword and shield 
562,solid game very addictive gameplay battles are streamlined compared sword and shield they take about 3rd the time complete this time there actually incentive catch them all graphics are huge letdown compared botw music good not good bdsp where the game shines the gameplay wish the world was more open like botw with less hand holding but compared other pokemon games that feel like they rails this breath fresh air 
563,finally some fresh air the pokemon franchise yes the game doesnt look good yes contains glitches but after all those years fan prayers were heard kind open world with roaming and living pokemon everywhere new way catch them and new methods complete your pokedex 
564,the graphics are just bad but that the only big point the gameplay feels great and think this really good step for the next pokemon games the best pokemon game played switch hope this the new gameplay for future pokemon games the rewarding system also fine and the side quest are okay with voice actors for the main questline and better graphics would still great experience 
565,this game has lot what wanted from pokémon game really good like the devs came together and said tired the complaints let make better pokémon game got lots good stuff cool story fine collection pokémon interesting characters some mysteries solve excellent music overdue quality life changes refined and addictive catching and battling mechanics interesting and sometimes beautiful world explore simply closer the pokémon game fans have wanted for decades the graphics are mostly and can look good and they certainly don take anything away from the experience they just rough and there pop and low res textures most importantly though lot fun the game clearly took some inspiration from zelda breath the wild but simply lacks things that botw got and those are things would need for rating anywhere close botw things like better textures voice acting more modern graphics larger more detailed areas more ruins and generally more explore more settlements and camps pokemon should doing more than just walking around aimlessly and sleeping dynamic weather affecting gameplay better quests and side quests etc the game still too much fun for imo 
566,the game play amazing finally redesign the original formula the boss battles are great fun only complaint the graphics are really weak lots alias artifacts and the pixels are very clear that more switch limitation would nice see port for similar style game 
567,hours and amazing the first hours were pain the ass and feel like they guide the player much infuriating prefer the game let you learn lot more yourself the mechanics aren complicated all there need explain everything like the first time playing video game life the combat system fluid and you can enter fight beat pokemon and then start doing something else right after the only compaint would that lacking bit you can summon more than one pokemon the time but you can fight against four there was way summon more pokemon the time the attacks could hit multiple targets would better something interesting the fact that you don have fight pokemon every seconds you prefer you can almost play the entier game just catching pokemons and gathering ressources really like have sequel with better graphics and polished mechanics that pretty much all needs rated 
568,start with the bad while the gameplay has evolved the methods story delivery have not changed bit since the days the lots reading and one big climactic fully rendered cut scene this fully expansive world the story still dull cutscenes with text box after text box and voice acting while this isn inherently bad nothing interesting provided keep your attention the animation and rigging downright lazy times and the human character expressions movement are uncanny despite their brilliant designs every time you interact with human shatters the immersion they play back the same basic movements the story itself decent but hidden behind layers telling instead showing black screens and sounds imply something happening find myself just pressing the button rapid succession get back the actual fun parts the graphics are the next gripe genuinely looks like wii game older and doesn seem that gamefreak developers had the time truly optimize this game for the system girlfriend who doesn play video games all commented that looks like old game the first time she saw play optimizing takes time seems they just dialed down the graphics focus other more important things while the game looks great sometimes and the models are beautifully designed the graphics cannot overlooked ugly textures objects randomly clipping through each other character details like hair are flat and lifeless hovering inches above the ground some areas you get now here where the game get literally everything else right first pokémon game was pokémon diamond and this the most fun had playing pokémon game since then the core gameplay downright addicting the act sneaking pokémon learning their behavior stunning them with items choosing when battle just chefs kiss really feels like you the world pokémon running around just catching the little guys like you always wanted kid the wild battles are high stakes lot the time only takes one alpha pokémon knock out your whole team found myself feeling genuine terror the first time saw that alpha rapidash something that more than welcome pokémon game this regard everything you could want until that pesky story gets the way easy spend hours upon hours just filling out research tasks huge jump the right direction for pokémon the old battle mechanics ran their course over decade ago also exceedingly clear that this game gamefreak love letter sinnoh from the music placement landmarks and overall design the wild areas really fun feel like you exploring the past version the region you explored kid the moment you realize you eterna forest one the legendary lakes with the music boot second none you won enjoy this game nearly much you don have the nostalgic ties sinnoh overall while this game definitely drops the ball lot areas picks and runs with many others had hours upon hours genuinely bewildering experiences playing this game just running around and catching pokémon the way the lor arceus intended the gameplay second none and shame that gamefreak didn get the proper time see this game all the way through 
569,one the best pokémon games ever played course has its flaws like graphics pop and empty places but was still very enjoyable and appreciate that the pokémon company took risk and can say was worth 
570,great new direction for the franchise fantastic world building and lore expansion and fresh battle mechanics all make the best pokemon game over decade let down the graphics and somewhat grindy aspects 
571,this game preview what future pokemon games should look like the gameplay great and with the pokedex quest quite entertaining but lacking some basics for example breeding abilitys special evolution mega zstones dinamax though liked some graphic elements grassstalks attacks the overall graphics are garbage the diffuculty was unexpected high was continuously underleveld and had trouble travel areas without resting the trainer battles were easy not level dependent but with abilitys items this could improve the difficulty really hope they continue evolving the series this direction and maybe even doing this bigger scope and with better graphics 
572,not prefect there some graphical issues and lack voice actingbut all around refreshing change for gameplay gamefreak made good pokémon game since gen 
573,the game great and game freak really did good job trying out new things the only thing that miserable are the graphics 
574,lot great points about the game not the usual beat all the gyms then move the elite and become the championstory makes sense and the new features are great like being able fly working with pokemons the game also harder than the previous game pokemon sword and shield which also good thingthe jubilife village theme changes the more you into the storynot forget that your character and the wyndeer gets dirty depending how much did you travelto the cons nowgraphics could much better and looks like game from the 2000s doesnt mean the game bad the price the games are questionable but nothing can done with thatpeople who say the game bad without playing are ignorant 
575,100gameplay barebone everything this game but already satisfying going around and throwing pokéballs 
576,this the most untertaning pokémon game played for years yes graphics are kinda ugly and there are some visual glitches from time time but that really anecdotic when playing game the soundtrack sweet mix nostalgia and modernity and the sound design awesome the gameplay innovative and can get little spicy especially postgamei would recommend this game more than any other pokémon game 
577,have not played the entirety this game but far really enjoyed this new pokémon game sure the graphics could little better but with the open world experience and that you can catch pokemon without having engage into battle really awesome 
578,summary classic game pokèmon would have preferred open world than open map and graphics maybe better here are the level unity crap however the leveling system strange throughout the story you can also equal level but towards the end you are required have team leveled well this call unbalancing and not good all sincerely hope that for other games the series they improve starting from their negative points but knowing gamefreak 
579,the most fun pokémon game played years the new gameplay mix stealth and combat very polished progression game lock behind what your star rank given you motivation catch and pokedex research the game pokedex research simple and easy come done how many pokémon you catch how many you have beaten battle what type moves you beat pokémon the biggest complaint have the game engine they used think the same one game freak used for sword and sheild with textures pop slow and the pop before pokémon which can get annoying texture with glitch out battles and wild pokémon will randomly clip thought rock and tress making them uncatchable and graphic aren good all but its game freak they never work that 
580,great step forward for the pokemon series however needs work honestly the most fun ive had catching pokemon and running through the world this game has revamped the combat system well the pokedex would recommend this anyone who has played pokemon and people who have been wanting something more from the franchise the reason gave this game even though the world fun run around and the combat interesting the game does look pretty bland mostly due graphics this surely great step forward for the franchise but there lot room improve 
